Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,Tcell,Pm,Hieu suat
36.0,54.9,2.8,11.281,950.5,404.7,401.0,401.8,236.4,231.6,231.5,137.337,137.022,136.988,98.19,73.0,1.0,50.07,95.823,-0.02,320.04,97.609,641.2,641.2,635.4,635.4,636.0,636.0,642.5,642.5,629.8,629.8,641.4,641.4,623.7,623.7,628.1,628.1,641.4,641.4,635.3,635.3,15.14,0.0,0.0,15.23,15.07,0.0,0.0,15.26,15.3,0.0,0.0,15.31,15.62,0.0,15.57,0.0,0.0,15.32,15.44,0.0,70840.02,2022/07/19 05:08:38,2022/07/18 18:22:27,7362.68,7151.32,7199.47,7269.07,7190.77,7271.54,7262.68,7250.08,7281.98,7155.9,10901.86,70837.19,0.0,72395.49,0.0,2022-07-19 11:15:00,7,19,11,1,Tuesday,35,443,41.940625,124479.03479340136,78.41400775801506
34.5,52.6,2.7,14.448,953.6,400.4,397.0,397.9,233.9,229.6,229.4,140.868,140.515,140.537,98.15,74.4,1.0,50.01,97.271,-0.761,409.78,99.034,629.5,629.5,628.3,628.3,629.2,629.2,631.7,631.7,629.1,629.1,630.4,630.4,628.0,628.0,630.6,630.6,630.3,630.3,631.7,631.7,15.8,0.0,0.0,15.48,15.46,0.0,0.0,15.78,15.51,0.0,0.0,15.76,15.61,0.0,15.66,0.0,0.0,15.9,15.62,0.0,70929.76,2022/07/19 05:08:38,2022/07/18 18:22:27,7372.01,7160.34,7208.5,7278.29,7199.78,7280.72,7271.67,7259.17,7291.25,7165.01,10991.51,70926.84,0.0,72487.01,0.0,2022-07-19 12:15:00,7,19,12,1,Tuesday,36,444,40.46,125734.52640880963,78.76436395680506
36.0,53.6,3.4,15.015,954.0,400.4,397.0,397.8,233.9,229.6,229.4,140.046,139.583,139.779,98.15,75.3,1.0,50.07,96.625,0.139,425.73,98.406,668.5,668.5,665.9,665.9,666.2,666.2,668.0,668.0,661.5,661.5,667.8,667.8,654.7,654.7,664.5,664.5,669.1,669.1,667.7,667.7,14.84,0.0,0.0,14.49,14.47,0.0,0.0,14.81,14.6,0.0,0.0,14.78,14.81,0.0,14.71,0.0,0.0,14.86,14.54,0.0,70945.71,2022/07/19 05:08:38,2022/07/18 18:22:27,7373.69,7161.97,7210.14,7279.96,7201.42,7282.39,7273.32,7260.82,7292.94,7166.66,11007.46,70942.79,0.0,72503.31,0.0,2022-07-19 12:25:00,7,19,12,1,Tuesday,36,444,41.9625,124873.19631417228,78.80474185382214
34.2,49.0,4.4,18.354,951.0,390.2,386.8,388.4,227.6,224.4,223.3,151.297,150.698,150.781,98.13,72.0,1.0,49.95,101.789,0.324,521.64,103.728,655.0,655.0,658.1,658.1,647.6,647.6,657.2,657.2,641.8,641.8,647.4,647.4,636.5,636.5,644.2,644.2,652.9,652.9,657.1,657.1,16.02,0.0,0.0,15.63,16.01,0.0,0.0,16.14,16.24,0.0,0.0,15.97,16.36,0.0,15.9,0.0,0.0,15.81,15.75,0.0,71041.72,2022/07/19 05:08:38,2022/07/18 18:22:27,7383.71,7171.59,7219.78,7289.86,7211.07,7292.29,7282.94,7270.59,7302.93,7176.44,11103.47,71038.8,0.0,72601.2,0.0,2022-07-19 13:35:00,7,19,13,1,Tuesday,37,445,40.143750000000004,125557.91081480474,82.61367151369427
33.8,55.1,1.9,10.556,947.0,389.1,385.6,386.7,227.7,223.7,223.0,135.604,135.258,135.239,98.25,70.1,1.0,50.03,90.961,-0.9,316.03,92.572,549.0,549.0,575.0,575.0,576.6,576.6,563.5,563.5,550.1,550.1,559.9,559.9,561.8,561.8,573.8,573.8,562.5,562.5,558.5,558.5,16.01,0.0,0.0,16.15,16.23,0.0,0.0,16.46,16.55,0.0,0.0,16.62,16.8,0.0,16.47,0.0,0.0,16.51,16.24,0.0,71535.26,2022/07/20 05:02:30,2022/07/19 18:14:11,7434.81,7221.46,7270.09,7340.42,7261.26,7342.8,7332.93,7321.13,7353.58,7226.35,11597.01,71532.34,0.0,73104.83,0.0,2022-07-20 13:15:00,7,20,13,2,Wednesday,61,469,39.71875,125439.61694555881,73.79805698878732
34.5,51.5,3.6,10.473,947.5,401.1,397.3,399.1,234.0,229.3,229.2,151.054,150.551,150.923,98.11,67.0,0.999,50.03,104.617,1.136,297.71,106.611,706.3,706.3,704.4,704.4,704.5,704.5,704.3,704.3,701.8,701.8,703.6,703.6,697.5,697.5,701.9,701.9,703.3,703.3,701.8,701.8,15.45,0.0,0.0,15.09,14.99,0.0,0.0,15.24,14.89,0.0,0.0,15.14,14.57,0.0,15.0,0.0,0.0,15.37,14.85,0.0,72064.85,2022/07/21 05:12:01,2022/07/20 18:16:53,7489.35,7275.15,7324.34,7394.58,7315.28,7397.03,7386.51,7375.35,7407.84,7279.75,12126.61,72061.94,0.0,73645.18,0.0,2022-07-21 12:00:00,7,21,12,3,Thursday,84,492,40.421875,124902.33883698695,85.35548732929699
32.4,47.5,4.9,13.309,948.1,391.1,387.3,388.8,229.1,224.4,223.9,142.981,142.524,142.788,98.16,72.4,0.999,50.02,96.56,0.591,378.42,98.4,692.7,692.7,692.3,692.3,692.7,692.7,692.3,692.3,692.8,692.8,692.3,692.3,692.2,692.2,692.3,692.3,692.8,692.8,692.0,692.0,14.4,0.0,0.0,14.13,14.14,0.0,0.0,14.39,13.98,0.0,0.0,14.43,13.86,0.0,14.03,0.0,0.0,14.31,13.86,0.0,72145.56,2022/07/21 05:12:01,2022/07/20 18:16:53,7497.73,7283.33,7332.56,7402.92,7323.46,7405.38,7394.57,7383.56,7416.16,7287.84,12207.31,72142.64,0.0,73727.51,0.0,2022-07-21 12:55:00,7,21,12,3,Thursday,84,492,38.325625,126312.65819501305,77.90193113352191
32.9,47.6,5.0,13.871,947.9,388.7,386.0,387.5,228.1,223.4,223.0,147.466,146.946,147.222,98.16,73.6,0.999,49.96,98.973,-1.5,394.68,100.849,683.4,683.4,683.0,683.0,683.4,683.4,682.9,682.9,683.4,683.4,682.8,682.8,682.9,682.9,683.0,683.0,683.5,683.5,682.8,682.8,14.92,0.0,0.0,14.43,14.4,0.0,0.0,14.96,14.59,0.0,0.0,14.98,14.38,0.0,14.65,0.0,0.0,14.8,14.5,0.0,72161.82,2022/07/21 05:12:01,2022/07/20 18:16:53,7499.42,7284.98,7334.21,7404.59,7325.11,7407.07,7396.21,7385.21,7417.84,7289.47,12223.57,72158.9,0.0,73744.11,0.0,2022-07-21 13:05:00,7,21,13,3,Thursday,85,493,38.824374999999996,125984.49924308635,80.04873663498273
33.1,46.6,4.3,14.677,948.7,389.6,387.0,388.1,228.1,223.4,223.0,151.401,151.106,151.09,98.12,74.8,0.999,50.09,101.835,-1.563,418.12,103.797,652.8,652.8,650.5,650.5,646.5,646.5,652.5,652.5,660.2,660.2,652.0,652.0,646.0,646.0,669.5,669.5,679.6,679.6,655.7,655.7,16.81,0.0,0.0,16.52,16.61,0.0,0.0,16.5,15.84,0.0,0.0,16.08,15.72,0.0,15.13,0.0,0.0,14.68,14.76,0.0,72185.26,2022/07/21 05:12:01,2022/07/20 18:16:53,7501.84,7287.35,7336.6,7407.01,7327.5,7409.49,7398.58,7387.61,7420.27,7291.83,12247.01,72182.34,0.0,73768.08,0.0,2022-07-21 13:20:00,7,21,13,3,Thursday,85,493,39.029375,125915.46031749116,82.43388042920203
31.9,50.4,3.2,10.716,951.3,397.3,394.2,393.5,232.3,227.8,227.1,141.073,140.82,140.779,98.2,72.3,0.998,49.98,96.604,0.762,305.6,98.435,651.3,651.3,641.0,641.0,628.6,628.6,644.5,644.5,635.0,635.0,646.5,646.5,627.8,627.8,637.8,637.8,642.1,642.1,646.3,646.3,15.43,0.0,0.0,15.02,15.48,0.0,0.0,15.29,15.19,0.0,0.0,15.36,15.66,0.0,15.35,0.0,0.0,15.57,15.32,0.0,72627.81,2022/07/22 05:03:26,2022/07/21 18:18:02,7547.71,7332.13,7381.98,7452.65,7372.45,7454.86,7443.7,7433.16,7465.71,7336.64,12689.56,72624.89,0.0,74220.99,0.0,2022-07-22 10:55:00,7,22,10,4,Friday,106,514,37.845625,127081.96887705429,77.45788082275554
32.3,50.7,1.8,16.526,950.8,400.2,396.6,396.9,234.0,229.7,228.4,141.533,141.02,141.33,98.13,75.7,0.998,49.99,97.697,1.346,467.63,99.569,677.9,677.9,664.3,664.3,664.5,664.5,675.0,675.0,662.8,662.8,673.4,673.4,656.6,656.6,663.9,663.9,667.7,667.7,667.5,667.5,14.72,0.0,0.0,14.69,14.64,0.0,0.0,14.8,14.79,0.0,0.0,14.81,14.98,0.0,14.88,0.0,0.0,15.07,14.72,0.0,72789.84,2022/07/22 05:03:26,2022/07/21 18:18:02,7564.61,7348.49,7398.33,7469.39,7388.82,7471.58,7460.01,7449.64,7482.58,7353.13,12851.59,72786.92,0.0,74386.58,0.0,2022-07-22 12:35:00,7,22,12,4,Friday,108,516,38.24249999999999,126684.04803226108,78.59632017335284
32.8,50.7,2.2,16.811,945.8,399.2,395.5,395.7,232.9,228.6,228.4,141.596,141.24,141.481,98.13,75.9,0.998,50.12,97.543,1.565,475.71,99.402,680.3,680.3,665.6,665.6,665.8,665.8,676.7,676.7,664.6,664.6,676.7,676.7,659.0,659.0,666.5,666.5,671.7,671.7,671.5,671.5,14.72,0.0,0.0,14.69,14.66,0.0,0.0,14.8,14.79,0.0,0.0,14.82,15.0,0.0,14.9,0.0,0.0,15.08,14.74,0.0,72797.92,2022/07/22 05:03:26,2022/07/21 18:18:02,7565.45,7349.31,7399.14,7470.23,7389.63,7472.41,7460.83,7450.47,7483.42,7353.95,12859.68,72795.01,0.0,74394.84,0.0,2022-07-22 12:40:00,7,22,12,4,Friday,108,516,38.71125,125735.18773788016,79.0566282902628
33.5,51.9,1.1,12.843,952.6,392.9,389.6,389.9,230.2,225.1,225.0,142.0,141.616,141.719,98.08,74.3,1.0,49.95,96.374,0.047,362.54,98.21,677.0,677.0,665.0,665.0,663.7,663.7,672.1,672.1,660.6,660.6,669.8,669.8,652.8,652.8,660.9,660.9,664.2,664.2,666.7,666.7,14.54,0.0,0.0,14.54,14.55,0.0,0.0,14.65,14.66,0.0,0.0,14.66,14.89,0.0,14.78,0.0,0.0,14.99,14.6,0.0,73456.6,2022/07/23 05:03:02,2022/07/22 18:20:17,7633.72,7415.87,7466.21,7537.72,7456.55,7539.93,7527.72,7517.91,7551.42,7420.91,13518.35,73453.68,0.0,75067.96,0.0,2022-07-23 12:20:00,7,23,12,5,Saturday,132,540,39.45375,126123.92959903866,77.86785609378015
34.9,52.2,1.8,10.17,951.3,395.3,391.7,391.8,231.3,226.8,225.2,140.439,140.256,140.247,98.21,72.9,1.0,50.1,95.699,0.634,285.41,97.512,656.0,656.0,637.8,637.8,638.3,638.3,649.8,649.8,632.7,632.7,638.2,638.2,628.9,628.9,632.0,632.0,640.9,640.9,649.1,649.1,15.04,0.0,0.0,15.22,15.26,0.0,0.0,15.18,15.36,0.0,0.0,15.35,15.57,0.0,15.54,0.0,0.0,15.28,14.97,0.0,74076.34,2022/07/24 05:06:44,2022/07/23 18:23:29,7697.8,7478.51,7529.54,7601.27,7519.69,7603.43,7590.98,7581.43,7615.33,7483.74,14138.09,74073.42,0.0,75701.72,0.0,2022-07-24 10:45:00,7,24,10,6,Sunday,154,562,40.845625,125273.8625090977,77.83906239253893
34.5,53.4,2.7,10.743,950.8,397.2,394.1,393.7,232.5,227.8,227.2,139.355,139.242,139.076,98.09,73.9,1.0,50.17,95.47,-0.998,301.27,97.279,637.6,637.6,644.5,644.5,638.3,638.3,649.0,649.0,634.3,634.3,639.8,639.8,621.7,621.7,626.0,626.0,638.5,638.5,637.8,637.8,15.34,0.0,0.0,15.07,15.0,0.0,0.0,15.25,15.39,0.0,0.0,15.2,15.7,0.0,15.55,0.0,0.0,15.25,15.23,0.0,74092.29,2022/07/24 05:06:44,2022/07/23 18:23:29,7699.46,7480.13,7531.16,7602.91,7521.31,7605.07,7592.6,7583.06,7616.98,7485.36,14154.04,74089.37,0.0,75718.04,0.0,2022-07-24 10:55:00,7,24,10,6,Sunday,154,562,40.442499999999995,125299.30669348096,77.63730108896222
33.4,50.9,4.5,15.974,953.0,398.7,395.0,394.5,232.1,228.1,227.7,144.027,143.638,143.596,98.13,76.7,1.0,50.02,98.743,-0.349,447.75,100.615,625.2,625.2,627.8,627.8,642.4,642.4,627.4,627.4,627.8,627.8,638.9,638.9,629.4,629.4,629.5,629.5,639.4,639.4,617.3,617.3,16.31,0.0,0.0,15.94,15.51,0.0,0.0,16.27,15.97,0.0,0.0,15.85,16.05,0.0,16.1,0.0,0.0,16.06,16.2,0.0,74238.68,2022/07/24 05:06:44,2022/07/23 18:23:29,7714.7,7494.95,7545.98,7617.98,7536.13,7620.12,7607.42,7597.96,7632.26,7500.31,14300.43,74235.76,0.0,75867.81,0.0,2022-07-24 12:25:00,7,24,12,6,Sunday,156,564,39.356249999999996,126300.45443490408,79.66321297114374
34.3,52.1,1.8,17.11,950.1,407.9,403.9,403.3,237.5,234.2,232.4,138.018,137.286,137.701,98.16,77.1,1.0,50.1,96.817,-1.069,479.98,98.672,682.8,682.8,668.5,668.5,667.2,667.2,674.9,674.9,663.5,663.5,671.7,671.7,655.2,655.2,663.3,663.3,670.0,670.0,671.0,671.0,14.61,0.0,0.0,14.55,14.55,0.0,0.0,14.68,14.67,0.0,0.0,14.67,14.9,0.0,14.8,0.0,0.0,14.98,14.62,0.0,74270.91,2022/07/24 05:06:44,2022/07/23 18:23:29,7718.06,7498.21,7549.24,7621.3,7539.39,7623.42,7610.67,7601.24,7635.63,7503.6,14332.66,74267.99,0.0,75900.76,0.0,2022-07-24 12:45:00,7,24,12,6,Sunday,156,564,40.238125,125420.24941608596,78.67310140059782
33.3,51.2,2.9,10.494,953.4,404.2,400.7,400.9,235.5,231.2,230.6,138.851,138.725,138.593,98.21,73.0,1.0,49.95,96.744,-0.514,295.7,98.557,644.1,644.1,637.0,637.0,637.1,637.1,649.1,649.1,642.7,642.7,648.6,648.6,627.3,627.3,642.6,642.6,653.3,653.3,644.2,644.2,15.32,0.0,0.0,15.1,15.13,0.0,0.0,15.46,15.29,0.0,0.0,15.27,15.48,0.0,15.28,0.0,0.0,15.39,15.18,0.0,74867.5,2022/07/25 05:07:27,2022/07/24 18:22:17,7779.81,7558.55,7610.14,7682.42,7600.04,7684.54,7671.52,7662.27,7696.98,7564.02,14929.25,74864.58,0.0,76510.29,0.0,2022-07-25 10:55:00,7,25,10,0,Monday,10,586,39.25875,126515.78990318679,77.90094823374886
34.0,52.0,2.3,11.641,952.2,406.9,402.1,403.1,237.7,233.2,231.6,139.552,139.264,139.101,98.21,74.2,1.0,50.16,97.793,-0.848,328.1,99.616,651.8,651.8,637.1,637.1,631.1,631.1,643.1,643.1,636.7,636.7,646.0,646.0,639.3,639.3,632.5,632.5,646.2,646.2,644.9,644.9,15.67,0.0,0.0,15.26,15.63,0.0,0.0,15.6,15.57,0.0,0.0,15.56,15.59,0.0,15.54,0.0,0.0,15.7,15.24,0.0,74899.9,2022/07/25 05:07:27,2022/07/24 18:22:17,7783.18,7561.83,7613.43,7685.76,7603.31,7687.86,7674.81,7665.57,7700.34,7567.32,14961.56,74896.89,0.0,76543.41,0.0,2022-07-25 11:15:00,7,25,11,0,Monday,11,587,39.95125,125935.79423824431,79.1006247290959
34.5,52.8,1.9,13.376,945.1,403.2,399.3,400.1,235.7,231.1,230.6,136.068,135.799,135.781,98.17,75.4,1.0,50.1,94.778,0.521,376.68,96.515,644.8,644.8,643.1,643.1,632.6,632.6,636.3,636.3,610.2,610.2,648.4,648.4,604.9,604.9,642.7,642.7,650.5,650.5,655.0,655.0,15.49,0.0,0.0,14.99,15.13,0.0,0.0,15.48,15.66,0.0,0.0,14.89,15.19,0.0,14.84,0.0,0.0,15.12,14.74,0.0,74948.48,2022/07/25 05:07:27,2022/07/24 18:22:17,7788.22,7566.74,7618.35,7690.75,7608.21,7692.84,7679.73,7670.51,7705.39,7572.28,15010.23,74945.56,0.0,76593.02,0.0,2022-07-25 11:45:00,7,25,11,0,Monday,11,587,40.406875,124671.19732972496,77.41563574202414
33.9,52.0,3.1,14.528,952.0,405.3,402.0,402.0,237.2,232.5,231.6,138.425,138.042,138.121,98.17,76.0,1.0,50.02,96.932,-1.123,408.98,98.739,659.7,659.7,640.3,640.3,626.3,626.3,652.0,652.0,642.1,642.1,658.4,658.4,629.0,629.0,631.2,631.2,663.2,663.2,643.3,643.3,15.17,0.0,0.0,15.3,15.77,0.0,0.0,15.33,15.36,0.0,0.0,15.29,15.94,0.0,15.79,0.0,0.0,15.12,15.36,0.0,74980.78,2022/07/25 05:07:27,2022/07/24 18:22:17,7791.58,7569.99,7621.61,7694.07,7611.48,7696.16,7683.0,7673.79,7708.74,7575.55,15042.53,74977.86,0.0,76625.97,0.0,2022-07-25 12:05:00,7,25,12,0,Monday,12,588,39.849999999999994,125919.54154388295,78.41435792203029
33.7,52.4,2.7,14.815,954.2,402.5,398.9,399.9,235.2,230.5,229.6,138.299,137.599,137.991,98.17,76.0,1.0,50.06,96.039,0.767,417.0,97.859,680.2,680.2,665.6,665.6,664.9,664.9,674.3,674.3,662.6,662.6,672.8,672.8,655.9,655.9,663.5,663.5,669.8,669.8,667.9,667.9,14.52,0.0,0.0,14.47,14.48,0.0,0.0,14.59,14.58,0.0,0.0,14.57,14.8,0.0,14.7,0.0,0.0,14.88,14.55,0.0,74988.8,2022/07/25 05:07:27,2022/07/24 18:22:17,7792.38,7570.78,7622.39,7694.86,7612.25,7696.94,7683.78,7674.57,7709.54,7576.34,15050.55,74985.88,0.0,76634.16,0.0,2022-07-25 12:10:00,7,25,12,0,Monday,12,588,39.66375,126323.88724188661,77.46674214720635
34.0,52.2,1.7,15.1,950.8,400.4,396.6,397.8,234.2,229.5,228.6,140.986,140.553,140.853,98.14,76.0,1.0,49.91,97.328,0.144,425.08,99.133,667.1,667.1,653.5,653.5,653.6,653.6,662.3,662.3,650.8,650.8,660.0,660.0,644.2,644.2,652.1,652.1,656.6,656.6,657.9,657.9,14.98,0.0,0.0,14.92,15.02,0.0,0.0,15.04,15.03,0.0,0.0,15.04,15.25,0.0,15.25,0.0,0.0,15.47,15.1,0.0,74996.88,2022/07/25 05:07:27,2022/07/24 18:22:17,7793.26,7571.63,7623.24,7695.72,7613.1,7697.8,7684.63,7675.43,7710.41,7577.19,15058.63,74993.96,0.0,76642.41,0.0,2022-07-25 12:15:00,7,25,12,0,Monday,12,588,39.942499999999995,125666.30843619039,78.88590126790967
33.2,51.7,2.8,15.385,951.5,402.6,398.7,399.9,235.2,230.5,229.6,140.442,140.333,140.274,98.14,76.2,1.0,49.95,97.605,-1.293,433.07,99.374,628.1,628.1,620.3,620.3,628.2,628.2,618.9,618.9,625.7,625.7,623.3,623.3,638.2,638.2,635.6,635.6,630.3,630.3,629.1,629.1,16.07,0.0,0.0,15.7,15.75,0.0,0.0,15.99,15.83,0.0,0.0,15.98,15.48,0.0,15.66,0.0,0.0,16.06,15.87,0.0,75004.87,2022/07/25 05:07:27,2022/07/24 18:22:17,7794.09,7572.44,7624.04,7696.54,7613.9,7698.63,7685.44,7676.24,7711.24,7578.01,15066.62,75001.95,0.0,76650.57,0.0,2022-07-25 12:20:00,7,25,12,0,Monday,12,588,39.146875,126241.54095931283,78.71735345184662
32.0,50.2,3.3,11.124,946.3,401.5,397.4,399.0,234.3,229.7,229.4,138.938,138.605,138.518,98.18,72.8,0.998,49.99,96.068,0.199,311.9,97.889,647.7,647.7,635.8,635.8,635.9,635.9,649.6,649.6,642.2,642.2,647.9,647.9,632.9,632.9,630.0,630.0,654.4,654.4,641.8,641.8,15.41,0.0,0.0,15.22,15.13,0.0,0.0,15.36,15.21,0.0,0.0,15.35,15.47,0.0,15.53,0.0,0.0,15.15,15.26,0.0,75655.62,2022/07/26 05:07:48,2022/07/25 18:23:55,7861.38,7638.21,7690.35,7763.23,7680.0,7765.26,7751.79,7742.91,7778.25,7644.08,15717.46,75652.79,0.0,77315.46,0.0,2022-07-26 11:05:00,7,26,11,1,Tuesday,35,611,37.914375,126346.78387789184,77.4764477539888
32.1,50.2,3.9,11.41,954.0,401.3,397.8,398.9,235.3,230.7,229.4,140.294,140.132,139.894,98.18,73.2,0.998,50.01,97.026,-0.125,320.01,98.854,651.4,651.4,641.8,641.8,641.7,641.7,654.1,654.1,632.9,632.9,641.8,641.8,626.8,626.8,637.1,637.1,654.3,654.3,645.0,645.0,15.4,0.0,0.0,15.03,15.18,0.0,0.0,15.22,15.44,0.0,0.0,15.51,15.86,0.0,15.55,0.0,0.0,15.48,15.28,0.0,75663.73,2022/07/26 05:07:48,2022/07/25 18:23:55,7862.23,7639.02,7691.18,7764.07,7680.82,7766.09,7752.61,7743.74,7779.09,7644.9,15725.49,75660.82,0.0,77323.75,0.0,2022-07-26 11:10:00,7,26,11,1,Tuesday,35,611,38.0625,127284.7200305615,77.66368184355893
32.1,50.5,2.8,11.696,947.3,402.3,399.1,400.0,235.3,230.7,229.4,139.811,139.446,139.487,98.18,73.4,0.998,49.98,97.028,-0.373,328.08,98.857,651.9,651.9,641.8,641.8,641.8,641.8,654.0,654.0,636.2,636.2,654.0,654.0,632.8,632.8,636.0,636.0,648.4,648.4,654.8,654.8,15.2,0.0,0.0,15.03,15.25,0.0,0.0,15.44,15.25,0.0,0.0,15.21,15.57,0.0,15.32,0.0,0.0,15.43,15.09,0.0,75671.89,2022/07/26 05:07:48,2022/07/25 18:23:55,7863.07,7639.85,7692.01,7764.92,7681.65,7766.94,7753.44,7744.57,7779.95,7645.73,15733.64,75668.97,0.0,77332.13,0.0,2022-07-26 11:15:00,7,26,11,1,Tuesday,35,611,38.020625,126416.09587920415,78.1996938858656
33.4,52.0,3.1,14.29,952.9,401.2,397.4,397.8,234.4,229.7,228.6,138.916,138.446,138.896,98.13,75.6,0.998,50.02,95.813,-1.409,400.99,97.639,684.7,684.7,669.9,669.9,669.2,669.2,677.0,677.0,664.8,664.8,674.0,674.0,657.4,657.4,665.5,665.5,672.5,672.5,673.0,673.0,14.53,0.0,0.0,14.46,14.48,0.0,0.0,14.59,14.59,0.0,0.0,14.57,14.81,0.0,14.71,0.0,0.0,14.84,14.56,0.0,75744.71,2022/07/26 05:07:48,2022/07/25 18:23:55,7870.64,7647.2,7699.37,7772.42,7689.02,7774.43,7760.84,7752.02,7787.52,7653.17,15806.37,75741.7,0.0,77406.63,0.0,2022-07-26 12:00:00,7,26,12,1,Tuesday,36,612,39.355624999999996,126287.58121502338,77.31480725231017
33.8,51.7,2.9,14.576,951.9,402.4,399.5,400.4,235.4,230.8,230.7,140.351,139.78,139.904,98.12,75.6,0.998,49.95,97.329,0.145,409.0,99.164,648.2,648.2,639.4,639.4,636.2,636.2,632.4,632.4,630.8,630.8,634.8,634.8,623.4,623.4,634.4,634.4,643.7,643.7,633.5,633.5,15.59,0.0,0.0,15.47,15.59,0.0,0.0,15.81,15.72,0.0,0.0,15.77,15.82,0.0,15.65,0.0,0.0,15.62,15.69,0.0,75752.72,2022/07/26 05:07:48,2022/07/25 18:23:55,7871.47,7648.01,7700.19,7773.25,7689.83,7775.25,7761.65,7752.84,7788.35,7653.99,15814.47,75749.8,0.0,77414.83,0.0,2022-07-26 12:05:00,7,26,12,1,Tuesday,36,612,39.749375,125903.25150878941,78.76206437216379
32.8,50.9,3.4,14.862,954.2,404.4,401.0,401.4,236.4,231.8,230.7,139.955,139.49,139.688,98.13,75.8,0.998,50.02,97.476,0.791,417.1,99.283,674.7,674.7,659.1,659.1,658.1,658.1,664.9,664.9,654.6,654.6,664.2,664.2,648.0,648.0,655.8,655.8,661.3,661.3,663.2,663.2,14.92,0.0,0.0,14.87,14.87,0.0,0.0,15.0,14.98,0.0,0.0,14.97,15.21,0.0,15.1,0.0,0.0,15.26,14.96,0.0,75760.82,2022/07/26 05:07:48,2022/07/25 18:23:55,7872.32,7648.83,7701.01,7774.08,7690.65,7776.09,7762.47,7753.66,7789.2,7654.82,15822.48,75757.81,0.0,77423.13,0.0,2022-07-26 12:10:00,7,26,12,1,Tuesday,36,612,38.763749999999995,126819.94905376341,78.28657931246326
32.0,48.9,3.4,11.6,946.4,403.7,400.7,401.6,236.3,230.8,230.2,139.02,138.737,138.547,98.16,73.0,0.996,50.06,96.88,0.796,327.0,98.686,655.7,655.7,644.5,644.5,641.7,641.7,650.1,650.1,634.8,634.8,654.3,654.3,633.7,633.7,642.4,642.4,653.5,653.5,656.0,656.0,15.22,0.0,0.0,14.86,15.15,0.0,0.0,15.17,15.18,0.0,0.0,15.08,15.61,0.0,15.45,0.0,0.0,15.31,15.05,0.0,76439.37,2022/07/27 05:10:10,2022/07/26 18:23:05,7942.49,7717.32,7770.11,7843.71,7759.55,7845.47,7831.61,7823.06,7858.99,7723.78,16501.12,76436.45,0.0,78116.09,0.0,2022-07-27 11:15:00,7,27,11,2,Wednesday,59,635,37.915,126334.01779769029,78.11514406043392
32.9,49.9,3.6,14.171,954.9,398.1,393.3,395.1,233.0,227.9,227.1,143.383,142.965,143.16,98.16,75.4,0.996,50.07,98.531,1.922,399.49,100.368,676.1,676.1,661.7,661.7,661.9,661.9,673.4,673.4,659.9,659.9,672.9,672.9,656.6,656.6,664.2,664.2,669.4,669.4,669.2,669.2,14.9,0.0,0.0,14.85,14.84,0.0,0.0,14.93,14.91,0.0,0.0,14.9,15.12,0.0,15.01,0.0,0.0,15.2,14.9,0.0,76511.86,2022/07/27 05:10:10,2022/07/26 18:23:05,7950.01,7724.59,7777.4,7851.18,7766.84,7852.93,7838.91,7830.43,7866.53,7731.16,16573.61,76508.94,0.0,78189.98,0.0,2022-07-27 12:00:00,7,27,12,2,Wednesday,60,636,38.868125,126888.21880201557,79.09954205961766
