Ambient temperature(℃),PV Temperature(℃),Wind speed(m/s),Daily irradiation(MJ/㎡),Irradiance(W/㎡),Grid voltage/Grid AB line voltage(V),BC line voltage(V),CA line voltage(V),Phase A voltage(V),Phase B voltage(V),Phase C voltage(V),Grid current/Grid phase A current(A),Phase B current(A),Phase C current(A),Inverter efficiency(%),Device internal temperature(℃),Power factor,Grid frequency(Hz),Active power(kW),Output reactive power(kvar),Daily energy(kWh),Total input power(kW),PV1 input voltage(V),PV2 input voltage(V),PV3 input voltage(V),PV4 input voltage(V),PV5 input voltage(V),PV6 input voltage(V),PV7 input voltage(V),PV8 input voltage(V),PV9 input voltage(V),PV10 input voltage(V),PV11 input voltage(V),PV12 input voltage(V),PV13 input voltage(V),PV14 input voltage(V),PV15 Input Voltage(V),PV16 Input Voltage(V),PV17 Input Voltage(V),PV18 Input Voltage(V),PV19 Input Voltage(V),PV20 Input Voltage(V),PV1 input current(A),PV2 input current(A),PV3 input current(A),PV4 input current(A),PV5 input current(A),PV6 input current(A),PV7 input current(A),PV8 input current(A),PV9 input current(A),PV10 input current(A),PV11 input current(A),PV12 input current(A),PV13 input current(A),PV14 input current(A),PV15 Input Current(A),PV16 Input Current(A),PV17 Input Current(A),PV18 Input Current(A),PV19 Input Current(A),PV20 Input Current(A),Cumulative energy(kWh),Inverter startup time,Inverter shutdown time,MPPT 1 DC cumulative energy(kWh),MPPT 2 DC cumulative energy(kWh),MPPT 3 DC cumulative energy(kWh),MPPT 4 DC cumulative energy(kWh),MPPT 5 DC cumulative energy(kWh),MPPT 6 DC cumulative energy(kWh),MPPT 7 DC cumulative energy(kWh),MPPT 8 DC cumulative energy(kWh),MPPT 9 DC cumulative energy(kWh),MPPT 10 DC cumulative energy(kWh),Monthly energy(kWh),Annual energy(kWh),Voltage between PV– and the ground(V),Total DC input energy(kWh),Accumulated amount of absorbed electricity(kWh),time,month,day,hour,dayofweek,dayname,hourofweek,hourofmonth,Tcell,Pm,Hieu suat
36.7,57.0,2.5,10.419,951.2,398.0,395.2,395.5,232.2,227.8,227.7,135.913,135.451,135.702,98.18,72.3,0.999,50.23,93.318,0.435,302.24,95.019,672.8,672.8,670.1,670.1,672.6,672.6,672.7,672.7,669.0,669.0,669.8,669.8,660.3,660.3,669.0,669.0,666.4,666.4,667.4,667.4,14.08,0.0,0.0,14.26,13.99,0.0,0.0,14.16,14.14,0.0,0.0,14.38,14.34,0.0,14.43,0.0,0.0,14.46,14.07,0.0,42183.81,2022/06/03 04:55:04,2022/06/02 18:08:54,4393.0,4253.22,4281.13,4326.97,4273.57,4331.18,4347.99,4313.47,4331.56,4263.95,1658.19,42180.88,0.0,43116.04,0.0,2022-06-03 11:15:00,6,3,11,4,Friday,107,59,42.645,124130.62999922934,76.54758539499068
35.7,58.9,1.2,11.288,954.0,398.1,395.1,395.6,233.2,228.7,227.7,139.711,139.33,139.357,98.18,73.3,0.999,49.94,95.948,-0.259,326.04,97.697,629.5,629.5,625.8,625.8,624.0,624.0,625.6,625.6,620.0,620.0,627.8,627.8,618.5,618.5,619.9,619.9,632.3,632.3,625.3,625.3,15.76,0.0,0.0,15.69,15.69,0.0,0.0,15.64,15.53,0.0,0.0,15.62,15.6,0.0,15.74,0.0,0.0,15.46,15.47,0.0,42207.61,2022/06/03 04:55:04,2022/06/02 18:08:54,4395.45,4255.64,4283.56,4329.42,4276.0,4333.62,4350.41,4315.9,4334.02,4266.35,1682.0,42204.69,0.0,43140.37,0.0,2022-06-03 11:30:00,6,3,11,4,Friday,107,59,41.6625,125093.93020142234,78.09891322679793
36.3,55.8,1.1,12.956,953.0,397.7,394.4,394.4,232.4,227.7,227.7,141.781,141.57,141.525,98.22,74.7,0.999,50.03,97.152,-1.262,372.64,98.933,611.5,611.5,612.6,612.6,629.8,629.8,614.3,614.3,611.9,611.9,617.0,617.0,611.5,611.5,609.4,609.4,610.2,610.2,606.9,606.9,16.47,0.0,0.0,16.02,15.6,0.0,0.0,16.23,16.24,0.0,0.0,16.17,16.2,0.0,16.37,0.0,0.0,16.47,16.19,0.0,42254.21,2022/06/03 04:55:04,2022/06/02 18:08:54,4400.26,4260.35,4288.27,4334.21,4280.71,4338.41,4355.11,4320.65,4338.84,4271.08,1728.6,42251.29,0.0,43187.89,0.0,2022-06-03 12:00:00,6,3,12,4,Friday,108,60,42.256249999999994,124652.61971432673,79.36696414943401
35.2,53.3,2.6,13.242,949.5,395.7,393.5,393.4,231.4,227.7,226.6,139.709,139.362,139.566,98.12,75.1,0.999,49.99,95.651,-0.14,380.68,97.464,673.3,673.3,662.3,662.3,662.6,662.6,670.4,670.4,660.3,660.3,669.0,669.0,652.8,652.8,659.4,659.4,661.6,661.6,661.6,661.6,14.57,0.0,0.0,14.53,14.48,0.0,0.0,14.63,14.62,0.0,0.0,14.67,14.83,0.0,14.73,0.0,0.0,14.96,14.55,0.0,42262.25,2022/06/03 04:55:04,2022/06/02 18:08:54,4401.1,4261.16,4289.08,4335.04,4281.52,4339.24,4355.93,4321.47,4339.67,4271.89,1736.64,42259.33,0.0,43196.1,0.0,2022-06-03 12:05:00,6,3,12,4,Friday,108,60,41.134375000000006,124747.4578167128,78.12904704094295
35.3,53.0,2.1,13.527,952.3,395.7,393.6,393.4,231.4,227.7,226.6,137.918,137.63,137.856,98.18,75.5,0.999,49.77,94.315,-0.004,388.67,96.044,683.6,683.6,673.4,673.4,673.9,673.9,680.4,680.4,670.8,670.8,679.6,679.6,663.7,663.7,670.0,670.0,673.4,673.4,672.1,672.1,14.25,0.0,0.0,14.21,14.19,0.0,0.0,14.33,14.31,0.0,0.0,14.35,14.53,0.0,14.44,0.0,0.0,14.63,14.27,0.0,42270.33,2022/06/03 04:55:04,2022/06/02 18:08:54,4401.94,4261.97,4289.9,4335.87,4282.35,4340.07,4356.75,4322.29,4340.52,4272.71,1744.63,42267.32,0.0,43204.37,0.0,2022-06-03 12:10:00,6,3,12,4,Friday,108,60,41.251875,125120.45816297233,76.76122786802814
32.0,50.8,2.2,9.772,949.5,392.6,390.4,390.1,230.0,225.4,225.0,143.341,143.057,143.127,98.17,71.0,1.0,50.08,97.419,1.916,278.21,99.255,651.9,651.9,646.5,646.5,639.3,639.3,641.0,641.0,640.5,640.5,649.3,649.3,627.0,627.0,641.3,641.3,652.4,652.4,656.4,656.4,15.61,0.0,0.0,15.34,15.5,0.0,0.0,15.67,15.28,0.0,0.0,15.33,15.73,0.0,15.27,0.0,0.0,15.27,14.97,0.0,42774.03,2022/06/04 04:56:13,2022/06/03 18:17:15,4454.16,4313.08,4341.45,4387.72,4333.56,4391.73,4408.16,4373.99,4392.23,4323.65,2248.33,42771.02,0.0,43719.73,0.0,2022-06-04 10:30:00,6,4,10,5,Saturday,130,82,37.934375,126749.01226372509,78.3083025479373
32.7,51.5,3.0,10.334,948.0,393.6,391.0,391.2,230.0,225.4,225.0,143.03,142.607,142.837,98.17,71.8,1.0,50.06,97.183,0.76,294.28,99.015,651.3,651.3,640.4,640.4,635.0,635.0,647.0,647.0,645.5,645.5,645.4,645.4,627.1,627.1,645.0,645.0,651.4,651.4,646.1,646.1,15.57,0.0,0.0,15.32,15.45,0.0,0.0,15.59,15.24,0.0,0.0,15.31,15.67,0.0,15.31,0.0,0.0,15.5,15.33,0.0,42790.1,2022/06/04 04:56:13,2022/06/03 18:17:15,4455.83,4314.72,4343.09,4389.38,4335.19,4393.38,4409.79,4375.63,4393.9,4325.28,2264.4,42787.09,0.0,43736.19,0.0,2022-06-04 10:40:00,6,4,10,5,Saturday,130,82,38.625,126131.18094728446,78.50160385113855
32.6,49.7,2.8,15.85,954.5,392.7,390.3,389.9,229.6,225.6,224.6,144.566,144.172,144.308,98.16,75.8,1.0,50.12,98.011,-0.597,449.14,99.828,682.8,682.8,682.3,682.3,682.8,682.8,682.3,682.3,682.7,682.7,682.2,682.2,682.2,682.2,682.3,682.3,682.9,682.9,682.1,682.1,15.2,0.0,0.0,14.49,14.29,0.0,0.0,14.81,14.43,0.0,0.0,15.07,14.32,0.0,14.54,0.0,0.0,15.0,14.66,0.0,42944.96,2022/06/04 04:56:13,2022/06/03 18:17:15,4471.97,4330.34,4358.72,4405.34,4350.84,4409.35,4425.44,4391.39,4409.99,4341.02,2419.35,42942.04,0.0,43894.4,0.0,2022-06-04 12:15:00,6,4,12,5,Saturday,132,84,38.565625000000004,127019.2125014741,78.59283492160012
32.1,47.3,2.6,16.421,947.1,391.6,388.3,388.8,228.6,224.6,224.6,144.718,144.164,144.432,98.13,76.2,1.0,49.98,97.838,0.985,465.59,99.702,691.9,691.9,691.4,691.4,691.9,691.9,691.5,691.5,691.9,691.9,691.3,691.3,691.3,691.3,691.4,691.4,691.9,691.9,691.2,691.2,14.58,0.0,0.0,14.0,13.9,0.0,0.0,14.53,14.04,0.0,0.0,14.6,13.73,0.0,14.18,0.0,0.0,14.7,14.3,0.0,42961.41,2022/06/04 04:56:13,2022/06/03 18:17:15,4473.68,4331.99,4360.37,4407.03,4352.49,4411.06,4427.09,4393.07,4411.7,4342.69,2435.8,42958.49,0.0,43911.17,0.0,2022-06-04 12:25:00,6,4,12,5,Saturday,132,84,38.019375000000004,126325.79474631303,78.92449851609577
32.2,48.5,4.6,16.705,945.0,391.0,388.4,388.5,228.6,224.6,223.8,143.67,143.07,143.548,98.14,76.0,1.0,49.72,96.955,-0.837,473.78,98.812,694.9,694.9,694.6,694.6,695.0,695.0,694.6,694.6,695.0,695.0,694.4,694.4,694.4,694.4,694.5,694.5,695.0,695.0,694.3,694.3,14.54,0.0,0.0,13.77,13.72,0.0,0.0,14.55,13.91,0.0,0.0,14.59,13.71,0.0,14.3,0.0,0.0,14.65,14.25,0.0,42969.69,2022/06/04 04:56:13,2022/06/03 18:17:15,4474.54,4332.81,4361.2,4407.89,4353.32,4411.91,4427.92,4393.91,4412.57,4343.53,2443.99,42966.68,0.0,43919.6,0.0,2022-06-04 12:30:00,6,4,12,5,Saturday,132,84,38.10625,126006.19004477462,78.41836973635064
35.7,55.0,2.4,15.291,947.9,403.0,400.1,399.8,234.7,232.2,230.4,140.426,140.219,140.275,98.16,73.1,0.999,50.1,97.712,0.184,421.19,99.533,642.6,642.6,642.6,642.6,627.9,627.9,628.5,628.5,635.7,635.7,625.7,625.7,616.1,616.1,643.3,643.3,641.9,641.9,642.0,642.0,15.66,0.0,0.0,15.32,15.67,0.0,0.0,15.96,15.58,0.0,0.0,15.98,16.05,0.0,15.37,0.0,0.0,15.67,15.5,0.0,43671.19,2022/06/05 04:51:16,2022/06/04 18:20:53,4547.3,4403.53,4432.32,4479.99,4424.53,4484.04,4498.76,4465.55,4484.92,4414.63,3145.49,43668.18,0.0,44635.57,0.0,2022-06-05 12:15:00,6,5,12,6,Sunday,156,108,41.624375,124291.79174834682,80.0801071413663
35.6,55.1,2.9,15.577,950.7,403.0,400.1,398.6,234.8,231.2,230.4,137.61,137.144,137.373,98.16,73.5,0.999,49.86,95.519,-1.181,429.23,97.33,681.0,681.0,667.9,667.9,665.5,665.5,672.9,672.9,664.3,664.3,670.9,670.9,655.5,655.5,663.4,663.4,664.3,664.3,666.7,666.7,14.33,0.0,0.0,14.31,14.28,0.0,0.0,14.44,14.41,0.0,0.0,14.44,14.62,0.0,14.52,0.0,0.0,14.71,14.35,0.0,43679.23,2022/06/05 04:51:16,2022/06/04 18:20:53,4548.14,4404.35,4433.14,4480.82,4425.34,4484.86,4499.58,4466.38,4485.75,4415.44,3153.62,43676.31,0.0,44643.8,0.0,2022-06-05 12:20:00,6,5,12,6,Sunday,156,108,41.541875000000005,124708.95877586066,78.04571616617467
38.2,57.6,0.9,10.732,945.4,394.5,393.3,392.8,231.3,226.8,227.2,141.217,140.917,140.874,98.23,73.0,0.999,50.04,96.379,-1.35,305.74,98.135,631.0,631.0,631.8,631.8,627.3,627.3,633.9,633.9,618.7,618.7,630.9,630.9,614.9,614.9,619.7,619.7,622.9,622.9,623.4,623.4,15.82,0.0,0.0,15.4,15.62,0.0,0.0,15.77,15.89,0.0,0.0,15.78,16.1,0.0,15.82,0.0,0.0,15.79,15.58,0.0,44242.39,2022/06/06 04:59:54,2022/06/05 18:19:58,4606.6,4461.01,4490.22,4538.61,4482.38,4542.6,4556.24,4523.85,4543.55,4472.45,3716.69,44239.38,0.0,45217.51,0.0,2022-06-06 11:00:00,6,6,11,0,Monday,11,131,44.10875,122553.37767800261,80.07531237355238
34.2,53.4,2.1,10.176,950.6,395.4,393.5,393.3,231.7,226.6,227.6,141.301,141.002,140.841,98.23,72.2,1.0,50.06,96.495,0.217,282.6,98.314,649.9,649.9,636.5,636.5,635.8,635.8,647.1,647.1,635.5,635.5,645.7,645.7,623.5,623.5,636.6,636.6,648.4,648.4,635.4,635.4,15.44,0.0,0.0,15.4,15.21,0.0,0.0,15.22,15.49,0.0,0.0,15.46,15.75,0.0,15.44,0.0,0.0,15.27,15.31,0.0,44847.94,2022/06/07 04:59:00,2022/06/06 18:13:27,4669.46,4522.35,4552.04,4600.71,4543.94,4604.59,4617.95,4585.93,4605.56,4533.85,4322.34,44845.03,0.0,45836.38,0.0,2022-06-07 10:40:00,6,7,10,1,Tuesday,34,154,40.14125,125634.51341770723,78.25397442590277
34.6,52.1,1.9,14.236,950.2,401.4,399.6,399.5,234.9,231.0,230.4,138.848,138.384,138.724,98.12,75.8,1.0,50.14,96.258,-0.165,395.86,98.082,680.0,680.0,665.3,665.3,665.2,665.2,676.4,676.4,664.5,664.5,675.1,675.1,658.1,658.1,665.5,665.5,668.4,668.4,668.8,668.8,14.56,0.0,0.0,14.53,14.51,0.0,0.0,14.65,14.64,0.0,0.0,14.65,14.87,0.0,14.77,0.0,0.0,14.92,14.59,0.0,44961.2,2022/06/07 04:59:00,2022/06/06 18:13:27,4681.26,4533.79,4563.5,4612.37,4555.38,4616.26,4629.42,4597.46,4617.3,4545.33,4435.59,44958.28,0.0,45952.07,0.0,2022-06-07 11:50:00,6,7,11,1,Tuesday,35,155,40.53875,125200.23019167836,78.34011155557698
35.1,52.4,2.9,14.51,950.0,399.2,397.5,397.3,233.9,229.0,229.4,138.955,138.569,138.958,98.22,75.8,1.0,50.14,95.739,-1.177,403.62,97.553,687.2,687.2,673.3,673.3,673.4,673.4,684.3,684.3,673.8,673.8,684.2,684.2,667.5,667.5,675.2,675.2,678.5,678.5,677.9,677.9,14.42,0.0,0.0,14.37,14.36,0.0,0.0,14.49,14.49,0.0,0.0,14.49,14.71,0.0,14.61,0.0,0.0,14.75,14.43,0.0,44968.96,2022/06/07 04:59:00,2022/06/06 18:13:27,4682.06,4534.58,4564.29,4613.17,4556.17,4617.05,4630.21,4598.26,4618.1,4546.12,4443.35,44966.04,0.0,45960.01,0.0,2022-06-07 11:55:00,6,7,11,1,Tuesday,35,155,41.0375,124999.08382199856,78.04297201003298
33.9,51.7,2.9,15.896,951.0,397.0,394.8,395.7,231.6,227.8,228.3,142.791,142.33,142.48,98.17,75.2,1.0,50.07,97.746,0.588,442.76,99.558,668.8,668.8,668.4,668.4,668.9,668.9,668.4,668.4,668.9,668.9,668.3,668.3,668.3,668.3,668.4,668.4,668.9,668.9,668.1,668.1,15.25,0.0,0.0,14.68,14.63,0.0,0.0,15.0,14.54,0.0,0.0,15.03,14.41,0.0,14.68,0.0,0.0,15.07,14.7,0.0,45008.1,2022/06/07 04:59:00,2022/06/06 18:13:27,4686.17,4538.51,4568.22,4617.21,4560.11,4621.1,4634.14,4602.22,4622.16,4550.08,4482.49,45005.18,0.0,45999.92,0.0,2022-06-07 12:20:00,6,7,12,1,Tuesday,36,156,39.84375,125791.0642257292,79.14552644323403
37.4,52.9,3.0,11.153,947.5,401.9,399.7,399.3,234.4,230.7,230.2,141.854,141.588,141.582,98.14,70.4,1.0,50.17,98.455,1.23,239.72,100.291,638.0,638.0,642.5,642.5,638.9,638.9,638.4,638.4,633.2,633.2,632.5,632.5,626.5,626.5,632.4,632.4,633.0,633.0,638.5,638.5,15.81,0.0,0.0,15.77,15.62,0.0,0.0,15.74,15.89,0.0,0.0,15.64,15.9,0.0,15.95,0.0,0.0,15.8,15.59,0.0,45388.51,2022/06/08 08:56:36,2022/06/07 14:12:53,4725.53,4577.04,4606.85,4656.27,4598.66,4660.06,4672.48,4641.02,4661.33,4588.54,4862.9,45385.59,0.0,46387.78,0.0,2022-06-08 12:10:00,6,8,12,2,Wednesday,60,180,43.321875,123188.46690647928,81.41265373173098
38.2,57.0,2.4,11.705,948.3,400.8,398.7,399.2,234.4,230.7,229.2,140.898,140.617,140.865,98.14,71.7,1.0,50.12,97.624,-0.072,255.67,99.444,655.9,655.9,657.5,657.5,655.1,655.1,653.9,653.9,656.5,656.5,649.5,649.5,645.4,645.4,648.5,648.5,643.4,643.4,650.5,650.5,15.01,0.0,0.0,15.02,14.95,0.0,0.0,15.16,15.1,0.0,0.0,15.13,15.44,0.0,15.21,0.0,0.0,15.43,15.02,0.0,45404.46,2022/06/08 08:56:36,2022/06/07 14:12:53,4727.17,4578.67,4608.48,4657.9,4600.3,4661.69,4674.11,4642.64,4662.95,4590.14,4878.85,45401.54,0.0,46404.05,0.0,2022-06-08 12:20:00,6,8,12,2,Wednesday,60,180,44.126875,122805.71870854242,80.97668499950942
37.8,58.8,1.8,12.827,949.4,396.7,394.4,395.4,232.4,228.6,228.2,140.156,139.709,139.844,98.14,72.7,1.0,50.2,96.11,-0.314,287.21,97.901,660.5,660.5,659.0,659.0,659.6,659.6,657.5,657.5,656.3,656.3,654.7,654.7,648.1,648.1,653.6,653.6,650.0,650.0,654.0,654.0,14.92,0.0,0.0,14.93,14.87,0.0,0.0,15.07,15.01,0.0,0.0,15.05,15.23,0.0,15.13,0.0,0.0,15.34,14.94,0.0,45436.09,2022/06/08 08:56:36,2022/06/07 14:12:53,4730.32,4581.83,4611.63,4661.06,4603.46,4664.82,4677.23,4645.77,4666.1,4593.24,4910.39,45433.08,0.0,46436.35,0.0,2022-06-08 12:40:00,6,8,12,2,Wednesday,60,180,43.73375,123186.15645437276,79.47402761629453
40.7,62.1,0.4,13.922,945.1,390.2,387.9,388.6,228.5,224.3,224.0,141.005,140.488,140.702,98.22,73.9,1.0,50.18,95.071,-0.838,317.91,96.814,659.7,659.7,659.9,659.9,659.6,659.6,657.9,657.9,657.4,657.4,654.9,654.9,646.8,646.8,651.6,651.6,648.1,648.1,651.9,651.9,14.65,0.0,0.0,14.79,14.65,0.0,0.0,14.91,14.76,0.0,0.0,14.92,15.06,0.0,15.0,0.0,0.0,15.22,14.72,0.0,45466.7,2022/06/08 08:56:36,2022/06/07 14:12:53,4733.57,4585.04,4614.86,4664.28,4606.67,4668.03,4680.44,4648.99,4669.32,4596.42,4941.09,45463.78,0.0,46467.62,0.0,2022-06-08 13:00:00,6,8,13,2,Wednesday,61,181,46.606875,120995.34425782491,80.01464898823075
34.6,54.1,1.6,8.858,951.3,400.5,398.5,397.1,233.9,230.1,228.7,139.223,139.11,139.07,98.21,68.7,1.0,49.88,96.361,0.595,252.14,98.157,653.4,653.4,634.3,634.3,640.7,640.7,640.7,640.7,641.4,641.4,650.5,650.5,628.5,628.5,634.7,634.7,646.7,646.7,640.7,640.7,15.3,0.0,0.0,15.14,15.13,0.0,0.0,15.32,15.21,0.0,0.0,15.26,15.58,0.0,15.34,0.0,0.0,15.28,15.17,0.0,47754.37,2022/06/12 05:02:27,2022/06/11 18:18:20,4971.27,4816.87,4847.7,4899.19,4839.19,4902.52,4910.97,4882.41,4904.13,4828.26,7228.76,47751.45,0.0,48802.51,0.0,2022-06-12 10:25:00,6,12,10,6,Sunday,154,274,40.545625,125455.96725962935,78.24020024242088
33.9,52.7,2.7,10.265,946.4,402.4,399.4,398.9,233.9,231.1,229.7,138.725,138.291,138.627,98.22,71.7,1.0,50.21,96.355,0.267,291.86,98.142,647.5,647.5,640.2,640.2,628.3,628.3,646.4,646.4,635.9,635.9,646.5,646.5,628.5,628.5,640.7,640.7,640.7,640.7,640.2,640.2,15.34,0.0,0.0,14.98,15.43,0.0,0.0,15.13,15.11,0.0,0.0,15.11,15.54,0.0,15.18,0.0,0.0,15.33,15.04,0.0,47794.18,2022/06/12 05:02:27,2022/06/11 18:18:20,4975.42,4820.89,4851.75,4903.3,4843.22,4906.61,4915.01,4886.47,4908.23,4832.29,7268.48,47791.17,0.0,48843.19,0.0,2022-06-12 10:50:00,6,12,10,6,Sunday,154,274,39.815,125263.7327889618,78.34829588333028
